str_no_string|NO STRING!
str_you_fought_well_at_town_fight_answer|Ah bom. Suponho que nos importa ter recebido algum golpe por uma boa causa.
str_you_wounded_at_town_fight_answer|Exato. Suponho que deveria ter mais cuidado.
str_unfortunately_reg0_civilians_wounded_during_fight_more| Desafortunadamente, {reg0} de meus rapazes acabaram feridos. Deveria ir buscá-los.
str_unfortunately_reg0_civilians_wounded_during_fight| Infelizmente, um dos meus rapazes recebeu um golpe bastante... desagradável. Deveria ir ver como ele está.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Além disso, ninguém do nosso lado acabou gravemente ferido. Essas são boas notícias.
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|Você sai da taverna e se aventura pelas ruas. Alguns jovens, nervosos, parecem esperar por algo de cada esquina da viela. Você pode observar facilmente que eles tem adagas e paus escondidos sob as vestes, e seus rostos exalam uma mistura de medo, ansiedade e orgulho enquanto lhe observam de vez em quando. Esperando que seus inimigos não tenham se dado conta do que acontece dado o evidente da emboscada... você comprova suas armas pela última vez e se prepara para a ação que terá pela frente.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|Os bandidos que restam se dispersam pelas estreitas vielas da cidade, só para serem capturados um a um por uma enfurecida multidão. Uma vez assegurad{o/a} de que sua vitória é absoluta e que todos os feridos foram atendidos, você e o mercador se dirigem a sua casa para repassar os acontecimentos do dia.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|Você cai ao solo após esse último golpe, incapaz de mover-se e tentando não perder completamente os sentidos. Logo os sons dos combates de rua dão lugar aos aplausos dos cidadãos e você percebe que seu lado obteve a vitória. Alguns braços amigos {o/a} recolhem do solo e lhe permitem cair em um sono reparador... Horas depois, você desperta na casa do mercador.
str_journey_to_reyvadin|Você atravessou as terras altas vaegires, um planalto exposto aos frios ventos do norte. A terra aqui é congelada na maior parte do ano, mas as florestas são ricas em peles e os rios estão repletos de peixes. As riquezas desta terra atraem os mercadores, mas os mercadores por sua vez atraem os bandidos. Em certas ocasiões você pareceu ter visto uma escura figura nos lombos de um peludo cavalo, vigiando o trajeto de sua caravana através da neve, por isso se alegrou quando as torres de Reyvadin finalmente apareceram no horizonte do outro lado do imenso vale do rio Boluk.
str_journey_to_praven|Você acompanhou uma caravana para o mesmo centro de Calradia. O trigo, a cevada e a aveia estão começando a brotar nas ladeiras das colinas, e nas partes baixas das montanhas nevadas, os rebanhos de vacas e ovelhas pastam tranquilamente na grama própria da primavera. De vez em quando, você localiza no horizonte um desses enormes cavalos de guerra que são o orgulho da nobreza swadiana. A terra aqui é rica... mas não faltam problemas, como sua passagem por uma aldeia incendiada permitiu-lhe deduzir... Por sua vez, você procura manter-se longe dos limites das florestas, onde os desesperados e os foragidos encontraram seu refúgio. Então sente-se aliviad{o/a} ao observar ao longe o grande porto de Praven, cujos telhados parecem feitos de ouro puro ao refletirem o sol da tarde... 
str_journey_to_jelkala|Você chegou de navio, contornando os rochedos onde as terras altas dos rhodoks se encontram com o mar. Grande parte da costa estava escurecida pela névoa que descia serpenteando dos vales fluviais, mas em certas ocasiões você pareceu ter visto a torre de vigia de algum outro castelo elevando-se acima da névoa... e em um determinado momento, o incêndio procedente de um assentamento delatava a incursão de uma mesnada inimiga. Você sabia que estaria relativamente seguro no mar, uma vez que iam deixando para trás os piratas que saqueiam com rápidas incursões as terras do norte, mas ainda assim representa um grande alívio chegar à ria de Selver, a porta de entrada do porto de Jelkala, e contemplar uma galé rhodok ali ancorada, com suas velas ondeando na brisa da tarde... 
str_journey_to_sargoth|Você lançou-se ao mar em um dracar de comércio, levando falcões-gerifaltes aos mais remotos confins do norte, para trocá-los por linho e lã. Embarcou no início da temporada, mas o capitão descobriu que os riscos de navegar entre o gelo e as tormentas de inverno já eram muito altos e poderiam atrair antes do tempo os piratas, que chegado abril costumam navegar mais além das guaridas em suas ilhas para causar estragos nas costas de Calradia. Então sentiu um grande alívio quando o navio obteve a vista do delta dos rios Vyl e Boluk, e, pouco depois, encontrava-se remando entre as tranquilas águas que acariciam o fortificado porto da cidade de Sargoth, o lar dos nobres do norte, que há duas gerações haviam fundado um reino nesta rica, embora problemática, terra. 
str_journey_to_tulga|Você chegou com uma caravana, atravessando as montanhas que cercam Calradia pelo nordeste, que trazia especiarias de terras distantes para trocá-las por lã e sal. As passagens estavam bloqueadas pela neve e era difícil avançar, mas finalmente depois de uma colina você avistou as estepes calradianas. Em algumas colinas, a fina grama de primavera já estava se tornando amarelada, mas as encostas das montanhas ainda reluziam em seu mais verde esplendor. Rebanhos de ovelhas e manadas de cavalos das estepes corriam por elas em grande número, demonstrando assim a riqueza dos khans khergitas. De vez em quando pequenos grupos de ginetes pareciam seguir a caravana à distância, talvez para verificar o quão bem você poderia defender as riquezas que levava... por isso você sentiu um grande alívio quando localizou ao longe as torres de Tulga elevando-se sobre a planície. 
str_journey_to_shariz|Você chegou com uma caravana, após cruzar o grande deserto ao leste de Calradia. Seus guias beduínos escolheram a rota cuidadosamente, evitando as intermináveis planícies de dunas e tentando seguir o caminho dos oásis e das tamareiras. Seu grande temor era que a caravana pudesse acabar se perdendo no meio do deserto, fato que lhe conduziria a uma inevitável morte por sede. Os pequenos bandos de assaltantes mantinham afastados seus arcos, à espera de encarregar-se dos que ficassem para trás, mergulhados em um perigoso descanso... pois a água estava por ao menos um dia a cavalo. Por isso foi um grande alívio para você localizar enfim as montanhas, e à tarde do dia seguinte já pôde contemplar ao longe o mar... e as lindas torres de Shariz recortadas pelo pôr do sol... 
str_lost_tavern_duel_ordinary|Você cai ao solo, atordoado pelo último golpe do bêbado. Seu furioso atacante parece vir abaixo imediatamente, deixando-se cair em um assento de onde lhe observa, murmurando algo em voz baixa para rabugentos. Alguns dos outros clientes {o/a} pegam pelos pés e {o/a} arrastam para fora. Um deles cuida de suas feridas até que você consegue pôr-se de pé novamente, instável... mas vivo. 
str_lost_tavern_duel_assassin|Você cai ao solo, atordoado pelo último golpe de seu atacante... que lentamente se ajoelha ao seu lado, sacando uma longa faca debaixo das vestes. Mas antes que ele pudesse acabar com sua vida, o taverneiro, que parece ter recuperado seu valor, aproxima-se por detrás e inflige a seu agressor um bom golpe na cabeça. Isso o faz perder o equilíbrio e, na sequência, já que sua oportunidade de lhe matar havia desaparecido, ele corre à porta para fugir rapidamente. Enquanto isso, os outros clientes da taverna cuidam de suas feridas e {o/a} deixam em um quarto dos fundos para que possa descansar e se recuperar. 
str_lost_startup_hideout_attack|Você recupera a consciência um pouco mais tarde, e vê que os sequestradores estão celebrando a vitória dando conta de um barril inteiro de vinho, o que lhes fez esquecer que deviam tomar algumas precauções básicas... como atar seus pés e mãos. Você consegue escapar. De acordo com o barulho que sai da guarida, você conclui que ainda daria tempo de reunir mais alguns seguidores e lançar outro ataque. 
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|Como já não governa um reino independente, você deixou de ter uma corte
str_rents_from_s0|Rendas de {s0}:
str_tariffs_from_s0|Impostos de {s0}:
str_general_quarrel| Nós nos encontramos em posições opostas em muitas disputas ao longo dos anos, e nossa rivalidade só cresceu.
str_the_steppes|as estepes
str_the_deserts|os desertos
str_the_tundra|a tundra
str_the_forests|as florestas
str_the_highlands|as montanhas
str_the_coast|a costa
str_my_lady_not_sufficient_chemistry|Milady, há outras donzelas que cativaram meu coração.
str_my_lady_engaged_to_another|Milady, segundo o que entendi, está comprometida com outro.
str_attempting_to_rejoin_party|tentando retornar ao exército.
str_separated_from_party|separado do exército.
str_betrothed|Prometido 
str_leading_party|liderando um grupo
str_court_disbanded|Como já não governa um reino independente, sua corte foi desfeita
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| Não acompanho o marechal porque suspeito que nosso governante logo designará outro a esse posto.
str_persuasion_opportunity|Oportunidade para a persuasão.^É necessário relação para o êxito automático: {reg4}^Relação atual: {reg5}^Probabilidade de êxito: {reg7}^Probabilidade de perder {reg9} ponto(s) de relação: {reg8}
str_marshal_warning|Você não está seguindo o {s1}. Contudo, não sofrerá nenhuma penalização.
str_follow_army_quest_brief_2|Sua missão foi finalizada. Você pode continuar seguindo o exército de {s9}, se desejar que lhe atribuam mais missões.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| Fico alegre em vê-l{o/a}. Creio que esteja acumulando êxitos lá fora, e construindo um nome...
str_minister_advice_select_fief| Sugiro que selecione {s4}, dado que os vassalos estiveram especulando sobre como você o concederia.
str_minister_advice_select_fief_wait| Sugiro que espere até ter designado um marechal, já que isso dará tempo aos vassalos para decidir a quem desejam apoiar.
str_minister_advice_fief_leading_vassal| {s4}, a propósito, já recebeu o apoio de {reg4} dos seus vassalos.
str_unassigned_center| (sem designar)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} Além disso, como monarca de seu reino, você deveria saber que este assalto constitui uma declaração de guerra.
str_missing_after_battle|Desaparecido após combate
str_retrieve_garrison_warning| (As tropas podem não ser recuperadas caso a fortaleza seja concedida a outro)
str_s12s15_declared_war_to_control_calradia|{s12}{s15} pode atacar {s16} sem pretextos, para tentar estender seu domínio sobre toda Calradia.
str_offer_gift_description| melhorar minha posição oferecendo-lhe um presente.
str_resolve_dispute_description| melhorar minha posição resolvendo uma disputa.
str_feast_wedding_opportunity| Se sua prometida e sua família estão presentes, esta pode ser para você uma boa oportunidade de celebrar o casamento.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. O {s8} declarou guerra sem apenas pretextos, como parte da sua tentativa de conquistar toda Calradia.
str_master_vinter|Mestre Vinicultor
str_s54_has_left_the_realm|{s54} abandonou o reino.
str_enterprise_s5_at_s0|Rendas líquidas de {s5} em {s0}:
str_bread_site|seu moinho
str_ale_site|sua cervejaria
str_oil_site|seus lagares
str_wine_site|sua vinícola
str_tool_site|sua ferraria
str_leather_site|seu curtume
str_linen_site|sua alfaiataria
str_wool_cloth_site|sua alfaiataria
str_velvet_site|sua tinturaria
str_under_sequestration|Confiscado
str_describe_secondary_input| Além disso, você também terá que comprar {s11} pelo valor de {reg10} denares.
str_profit|lucro
str_loss|perdas
str_server_name_s0|Servidor: {s0}
str_map_name_s0|Mapa: {s0}
str_game_type_s0|Tipo: {s0}
str_remaining_time_s0reg0_s1reg1|Tempo restante: {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|Você é {um lorde/uma lady} do {s8}.^{s9}
str_you_are_king_queen_of_s8_s9|Você é {o rei/a rainha} do {s8}.^{s9}
str_for_s4| para {s4}
str_cancel_fiancee_quest| Também, deveria considerar que o assunto que lhe havia pedido foi completado com sucesso. Não está definido para mim sua comissão à respeito das tarefas.
str_a_duel_request_is_sent_to_s0|Uma oferta de duelo é enviada a {s0}.
str_s0_offers_a_duel_with_you|{s0} quer realizar um duelo contra você.
str_your_duel_with_s0_is_cancelled|Seu duelo contra {s0} é cancelado.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|Um duelo entre você e {s0} irá começar em 3 segundos.
str_you_have_lost_a_duel|Você perdeu o duelo.
str_you_have_won_a_duel|Você ganhou o duelo!
str_server_s0|[!]: {s0}
str_disallow_ranged_weapons|Inabilitar armas de tiro
str_ranged_weapons_are_disallowed|Armas de tiro estão inabilitadas.
str_ranged_weapons_are_allowed|Armas de tiro estão habilitadas.
str_duel_starts_in_reg0_seconds|O duelo começa em {reg0} segundos...
str_verse1_female|Oh Cal-rad-i-aaaaaaa nunca testemunhou^Uma estrangeira que Rainha se tornou^Ainda assim podemos ver, com certeza^Enquanto {playername} tenta essa proeza!^^
str_verse1_male|Venham! reunam-se! Pois irei cantar!^Sobre um andarilho desconhecido que Rei viria a se tornar!^Por mais improvável que esse feito possa parecer,^{playername} se veria coroado sem ao menos perceber.^^
str_verse2_female|Ela começou uma {s50}, pobre criança^Então se tornou {s51}, já destemida e cheia de confiança^Sua ambição a mudou, agora ninguém poderá pará-la^Nada menos do que se tornar Rainha vai saciá-la!^^
str_verse2_male|Ele começou com um {s50}, um bom rapaz^E então se tornou um {s51} - é assim que se faz!^Mas sua ambição agora estava de cara nova^E agora ele será rei! (ou acabar em uma cova)^^
str_verse3_both|Então, {ele/ela} chegou a Calradia, bela terra^De leite, mel e vinho sem avareza^E com a força de sua própria mão através da guerra ^Se esforça para se tornar u{m/ma} da pequena nobreza.
str_verse4_merc| Apenas cale-se, essa história deve ser contada!^No começo, {ele/ela} tinha pouco ouro e o pé na estrada^Mas para {s50} toda ajuda era necessária^Então, {ele/ela} se juntou a eles como uma mercenária.^^
str_verse4_nonmerc|{Ele/Ela} chegou aqui com uma bolsa vazia,^E sabia que para preenchê-la levaria meses de agonia,^Então {ele/ela} visitou as aldeias e conversou com alguns homens, disso eu sei^Para cavalgar com {ele/ela} contra os foras-da-lei.^^
str_verse5_vassal|Por fim, seus feitos eram amplamente conhecidos^E a sua fama estava crescendo rapidamente^{s51} {o/a} cortejou tanto^Que {playername} tornou-se u{m/ma} senho{r/ra} vassal{o/a} num instante.^^
str_verse5_nonvassal|Ofertas de vassalagem vinham rápidas e abundantes^Mas {playername} não precisaria delas em alguns poucos instantes^{Ele/Ela} mandou todos os velhos lordes irem se foder^E seguiu como u{m/a} senho{r/ra} da guerra sem mestres e sem temor!^^
str_verse6_both|Então, agora {ele/ela} é u{m/ma} {senhor/senhora} com feudos em seu nome^E nos jantares todos promovem sua fama, dos ricos até onde o mais humilde come^Já traça seu próximo movimento e espera que não seja longo^Que suas próximas façanhas façam grande estrondo!
str_verse1_song2|O silêncio caiu sobre o campo encharcado de sangue^Enquanto o sol se punha em um dia de guerra^E o vento cruel parecia soprar:^"Os {s50}, eles não existem mais!"^^
str_verse2_song2|Cavalos se desesperam e flechas caem como véu^Guerreiros se chocam, clamam e morrem^E pássaros carniceiros escurecem o céu.^Enquanto houver o homem, haverá guerra lá também.^^
str_verse3_song2|Para {s51}: a última batalha, a chance derradeira.^Mas {playername} libertou os cães do inferno.^Pela lança ou pela espada {s50} encontrou seu fim da mesma maneira:^E uma linhagem foi extinta, um destino triste e eterno.
str_verse1_song3|Oh, venha reunir-se enquanto canto sobre um estranho^Que veio de longe para esta linda terra^Com tantas nações rivais e perigos de todo tamanho^Para construir um Império pela força através da guerra.^^
str_verse2_song3|U{m/ma} humilde serv{o/a} com seu velho cavalo amigo^Com uma besta que dispara dardos de madeira envelhecidos.^Uma espada enferrujada na bainha, oferece algum perigo^E uma bolsa cheia de denares cuidadosamente escondidos.^^
str_verse3_song3|Ao montar seu grupo de companheiros el{e/a} foi cuidados{o/a},^Manteve-os comportados com um sorriso ou u{m/ma} {olhar furioso/olhada furiosa},^Riu dos inimigos {dele/dela} enquanto os abatia sob a chuva,^E começou a conquistar, cidade por cidade para o lamento da viúva...
str_verse4_song3|Os Senhores em seus castelos no início zombaram ^Muito mimados e preguiçosos para ver a nova ameaça ^Até uma noite fatídica, quando acordaram suando sob a fumaça^E ouviram os servos sussurrarem, "Meu Senhor, {ele/ela} está aqui!"^^
str_verse5_song3|E, finalmente, no campo de batalha^Os Cavaleiros das Negros foram derrotados^{Ele/Ela} os massacrou com maestria e sem falha^Assim seus feitos através dos tempos serão lembrados!^^
str_verse6_song3|{playername}, Calradia saúda você, camarada!^{playername},cantamos ao seu nome!^E em todo lugar uma história é contada^{playername}, gritamos seu nome!^Huzzah! Huzzah! Huzzah!
str_dplmc_none|nenhum
str_dplmc_item_pool_no_items|Atualmente não há itens na pilhagem.
str_dplmc_item_pool_one_item|Há um item na pilhagem.
str_dplmc_item_pool_many_items|Há {reg20} itens na pilhagem.
str_dplmc_item_pool_abandon|Deixar os itens na pilhagem e continuar.
str_dplmc_item_pool_leave|Feito.
str_dplmc_hero_not_upgrading_armor|não atualizar armadura
str_dplmc_hero_upgrading_armor|atualizar armadura
str_dplmc_hero_not_upgrading_horse|não atualizar o cavalo
str_dplmc_hero_upgrading_horse|atualizar o cavalo
str_dplmc_hero_wpn_slot_none|Seguir usando ({s10})
str_dplmc_hero_wpn_slot_horse|Cavalo
str_dplmc_hero_wpn_slot_one_handed|Arma de Uma Mão
str_dplmc_hero_wpn_slot_two_handed|Arma de Duas mãos
str_dplmc_hero_wpn_slot_polearm_all|Arma de Haste
str_dplmc_hero_wpn_slot_arrows|Flechas
str_dplmc_hero_wpn_slot_bolts|Dardos
str_dplmc_hero_wpn_slot_shield|Escudo
str_dplmc_hero_wpn_slot_bow|Arco
str_dplmc_hero_wpn_slot_crossbow|Besta
str_dplmc_hero_wpn_slot_throwing|Arma de Arremesso
str_dplmc_hero_wpn_slot_goods|Bens
str_dplmc_hero_wpn_slot_head_armor|Armadura para cabeça
str_dplmc_hero_wpn_slot_body_armor|Armadura para o corpo
str_dplmc_hero_wpn_slot_foot_armor|Armadura para os pés
str_dplmc_hero_wpn_slot_hand_armor|Armadura para as mãos
str_dplmc_hero_wpn_slot_pistol|Pistola
str_dplmc_hero_wpn_slot_musket|Mosquete
str_dplmc_hero_wpn_slot_bullets|Balas
str_dplmc_hero_wpn_slot_animal|Animal
str_dplmc_hero_wpn_slot_book|Livro
str_dplmc_hero_wpn_slot_two_handed_one_handed|Duas mãos/Uma mão
str_dplmc_gather_information|reunir informação
str_dplmc_conclude_non_agression|assinar um tratado de não-agressão
str_dplmc_nearly_no|quase não
str_dplmc_less_than_one_hundred|menos de cem
str_dplmc_more_than_one_hundred|mais de cem
str_dplmc_more_than_two_hundred|mais de duzentos
str_dplmc_more_than_five_hundred|mas de quinhentos
str_dplmc_bring_gift|trazer o presente
str_dplmc_exchange_prisoner|para trocar {s10} contra {s11}
str_dplmc_has_been_set_free|{s7} foi posto em liberdade.
str_dplmc_tax_very_low|muito baixo
str_dplmc_tax_low|baixo
str_dplmc_tax_normal|normal
str_dplmc_tax_high|alto
str_dplmc_tax_very_high|muito alto
str_dplmc_place_is_occupied_by_insurgents|O lugar está ocupado por revoltos.
str_dplmc_relation_mnus_100_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_90_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_80_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_70_ns|{reg4?Ela:Ele} demonstra ódio em relação a {s59}.
str_dplmc_relation_mnus_60_ns|{reg4?Ela:Ele} demonstra ódio em relação a {s59}.
str_dplmc_relation_mnus_50_ns|{reg4?Ela:Ele} demonstra hostilidade em relação a {s59}.
str_dplmc_relation_mnus_40_ns|{reg4?Ela:Ele} demonstra irritação em relação a {s59}.
str_dplmc_relation_mnus_30_ns|{reg4?Ela:Ele} demonstra rancor em relação a {s59}.
str_dplmc_relation_mnus_20_ns|{reg4?Ela:Ele} demonstra relutância em relação a {s59}.
str_dplmc_relation_mnus_10_ns|{reg4?Ela:Ele} demonstra suspeitas em relação a {s59}.
str_dplmc_relation_plus_0_ns|{reg4?Ela:Ele} demonstra indiferença em relação a {s59}.
str_dplmc_relation_plus_10_ns|{reg4?Ela:Ele} se mostra cooperativo em relação a {s59}.
str_dplmc_relation_plus_20_ns|{reg4?Ela:Ele} se mostra acolhedor em relação a {s59}.
str_dplmc_relation_plus_30_ns|{reg4?Ela:Ele} se mostra favorável em relação a {s59}.
str_dplmc_relation_plus_40_ns|{reg4?Ela:Ele} demonstra apoio em relação a {s59}.
str_dplmc_relation_plus_50_ns|{reg4?Ela:Ele} se mostra amigável em relação a {s59}.
str_dplmc_relation_plus_60_ns|{reg4?Ela:Ele} demonstra gentileza em relação a {s59}.
str_dplmc_relation_plus_70_ns|{reg4?Ela:Ele} demonstra afeto em relação a {s59}.
str_dplmc_relation_plus_80_ns|{reg4?Ela:Ele} demonstra lealdade em relação a {s59}.
str_dplmc_relation_plus_90_ns|{reg4?Ela:Ele} demonstra devoção em relação a {s59}.
str_dplmc_s39_rival| {reg4?Ela:Ele} fareja rivais em {s39}
str_dplmc_s41_s39_rival|{s41}, {s39}
str_dplmc_s40_love_interest_s39|{s40}. Além de que seu interesse amoroso é {s39}.
str_dplmc_s40_betrothed_s39|{s40}. Além de que {reg4?ela é noiva:ele é noivo} de {s39}.
str_dplmc_reputation_martial|Diz-se que {s46} é uma pessoa marcial.
str_dplmc_reputation_debauched|Diz-se que {s46} é uma pessoa pervertida.
str_dplmc_reputation_pitiless|Diz-se que {s46} é uma pessoa impiedosa.
str_dplmc_reputation_calculating|Diz-se que {s46} é uma pessoa calculista.
str_dplmc_reputation_quarrelsome|Diz-se que {s46} é uma pessoa briguenta.
str_dplmc_reputation_goodnatured|Diz-se que {s46} é uma pessoa bondosa.
str_dplmc_reputation_upstanding|Diz-se que {s46} é uma pessoa honesta.
str_dplmc_reputation_conventional|Diz-se que {s46} é uma pessoa convencional.
str_dplmc_reputation_adventurous|Diz-se que {s46} é uma pessoa aventureira.
str_dplmc_reputation_romantic|Diz-se que {s46} é uma pessoa romântica.
str_dplmc_reputation_moralist|Diz-se que {s46} é moralista.
str_dplmc_reputation_ambitious|Diz-se que {s46} é uma pessoa ambiciosa.
str_dplmc_reputation_unknown|As motivações de {s46} são um livro fechado.
str_dplmc_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} formou uma aliança com o {s14}.{s18} Ela se degradará em um pacto defensivo em {reg1} dias.
str_dplmc_s21__the_s5_is_bound_by_defensive_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} formou um pacto defensivo com o {s14}.{s18} Ele se degradará em um acordo comercial em {reg1} dias.
str_dplmc_s21__the_s5_is_bound_by_trade_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} assinou um acordo comercial com o {s14}.{s18} Ele se degradará em um tratado de não-agressão em {reg1} dias.
str_dplmc_small|pequena
str_dplmc_medium|média
str_dplmc_big|grande
str_dplmc_elite|elite
str_dplmc_very_decentralized|muito descentralizado
str_dplmc_quite_decentralized|bastante descentralizado
str_dplmc_little_decentralized|um pouco descentralizado
str_dplmc_neither_centralize_nor_decentralized|nem centralizado nem descentralizado
str_dplmc_little_centralized|um pouco centralizado
str_dplmc_quite_centralized|bastante centralizado
str_dplmc_very_centralized|muito centralizado
str_dplmc_very_plutocratic|muito plutocrática
str_dplmc_quite_plutocratic|bastante plutocrática
str_dplmc_little_plutocratic|um pouco plutocrática
str_dplmc_neither_aristocratic_nor_plutocratic|nem aristocrática nem plutocrática
str_dplmc_little_aristocratic|um pouco aristocrática
str_dplmc_quite_aristocratic|bastante aristocrática
str_dplmc_very_aristocratic|muito aristocrática*
str_dplmc_all_free|quase todos livres
str_dplmc_mostly_free|a maioria livres
str_dplmc_usually_free|geralmente livres
str_dplmc_mixture_serfs|um misto de servos e homens livres
str_dplmc_usually_serfs|geralmente servos
str_dplmc_mostly_serfs|a maioria servos
str_dplmc_all_serfs|quase todos servos
str_dplmc_very_quantity|um vasto número de soldados
str_dplmc_great_quantity|muitos soldados
str_dplmc_good_quantity|um bom número de soldados
str_dplmc_mediocre_quality|uma qualidade medíocre
str_dplmc_good_quality|uma boa qualidade
str_dplmc_great_quality|uma grande qualidade
str_dplmc_very_quality|uma qualidade muito elevada
str_dplmc_s21_the_s8_declared_war_to_fulfil_pact|{s21}. O {s8} Declarou guerra para cumprir o pacto
str_dplmc_very_laissez_faire|muito liberal
str_dplmc_quite_laissez_faire|bastante liberal
str_dplmc_little_laissez_faire|um pouco liberal
str_dplmc_neither_mercantilist_nor_laissez_faire|nem muito mercantilista nem totalmente liberal
str_dplmc_little_mercantilist|um pouco mercantilista
str_dplmc_quite_mercantilist|bastante mercantilista
str_dplmc_very_mercantilist|muito mercantilista
str_dplmc_how_will_your_male_vassals_be_known|Como os seus vassalos homens serão conhecidos?
str_dplmc_how_will_your_female_vassals_be_known|Como os seus vassalos mulheres serão conhecidas?
str_dplmc_s40_married_s39|{s40}. Além de que {reg4?ela é casada:ele é casado} com {s39}.
str_dplmc_fief_exchange_ask_interest|Você estaria interessado em trocar feudos?
str_dplmc_fief_exchange_not_interested|Não, eu não tenho interesse nisso.
str_dplmc_fief_exchange_listen|Isso é um pouco incomum, mas não sem precedentes. Eu vou ouvir. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_player_approval|Isso é um pouco incomum, mas uma vez que você é {o rei/a rainha} não há ninguém que possa se opor. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_s10_approval|Isso é um pouco incomum, mas a menos que {s10} se oponha, não há razão para não fazermos. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_2|Que feudo você oferece em troca?
str_dplmc_fief_exchange_refuse_home|Não tenho intenção em abrir mão de {s14}.
str_dplmc_fief_exchange_refuse_town|Eu não quero trocar uma cidade por um castelo ou aldeia.
str_dplmc_fief_exchange_refuse_castle|Eu não quero trocar um castelo por uma mera aldeia.
str_dplmc_fief_exchange_refuse_rich|Eu não quero trocar um feudo rico por um muito pobre.
str_dplmc_fief_exchange_refuse_s14_attack|Falemos disso depois quando {s14} não estiver sob ataque.
str_dplmc_fief_exchange_accept|Essa troca é aceitável para mim.
str_dplmc_fief_exchange_accept_reg3_denars|Essa troca é aceitável para mim, se você estiver disposto em fornecer {reg3} denares para cobrir meus gastos com a mudança.
str_dplmc_fief_exchange_confirm|Então está resolvido.
str_dplmc_fief_exchange_confirm_reg3_denars|Então está resolvido. Aqui estão seus {reg3} denares.
str_dplmc_your_s11_s10|Seu {s11}, {s10}
str_dplmc_reg6my_reg7spouse|{reg7?Meu amor:{Meu marido/Minha esposa}}
str_dplmc_refuse_support_s43_named_s4|Apoiar {s43} como {s4}? Eu acho que não.
str_dplmc_comment_you_enfiefed_a_commoner_supportive|Eu entendo que você deu {s51} a {s54}. Outros podem achar isso controverso, mas eu acredito que o {s54} será um governante capaz, e que {reg4?ela:ele} não {o/a} decepcionará.
str_dplmc_sirmadame|{senhor/senhora}
str_dplmc_sirmadam|{senhor/senhora}
str_dplmc_my_lordlady|{milorde/milady}
str_dplmc_your_highness|sua alteza
str_dplmc_grandfather|avô
str_dplmc_grandmother|avó
str_dplmc_grandson|neto
str_dplmc_granddaughter|neta
str_dplmc_half_brother|meio-irmão
str_dplmc_half_sister|meia-irmã
str_dplmc_sister_wife|esposa-irmã
str_dplmc_co_husband|co-marido
str_dplmc_co_spouse|co-esposa
str_dplmc_friend|amigo
str_dplmc_ally|aliado
str_s54_is_deceased|{s54} faleceu
str_dplmc_political_explanation_original_lord|Nesse caso, a fortaleza irá para o proprietário original.
str_dplmc_s0_and_s1|{s0} e {s1}
str_male_name_001|Marcus
str_male_name_002|John
str_male_name_003|Hernigam
str_male_name_004|Petter
str_male_name_005|Cristian
str_male_name_006|Arthur
str_male_name_007|Cesar
str_male_name_008|Lucas
str_male_name_009|Avladikus
str_male_name_010|Senit
str_male_name_011|Milain
str_male_name_012|Bombaide
str_male_name_013|Malipe
str_male_name_014|Singai
str_male_name_015|Amunegan
str_male_name_016|Jungas
str_male_name_017|Artheus
str_male_name_018|Fergus
str_male_name_019|Lugaid
str_male_name_020|Fedelmid
str_male_name_021|Donngal
str_male_name_022|Lóegaire
str_male_name_023|Carthach
str_male_name_024|Eochaid
str_male_name_025|Cormac
str_male_name_026|Muiredach
str_male_name_027|Éogan
str_male_name_028|Colmán
str_male_name_029|Alanus
str_male_name_030|Arthurus
str_male_name_031|Balian
str_male_name_032|Bryan
str_male_name_033|Conon
str_male_name_034|Gawyne
str_male_name_035|Joceus
str_male_name_036|Malcolinus
str_male_name_037|Marmaduc
str_male_name_038|Nigelle
str_male_name_039|Ywain
str_male_name_040|Trustram
str_male_name_041|Urien
